Slot Name,Model Name,Make Name,Slot Currency,Slot Reading Hour,Games Played This Hour,Dollars Player Bet,Dollars Player Lost,Theory Player Lost Amount,Slot Ideal Payback Percentage
Slot 160,I-Game 044,IGT,$,2019-01-13 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 260,Roulette,ZUUM,C$,2019-02-06 02:00:00,1,0.99990,0.99990,0.039996000,0.0400
Slot 219,GK 100 AVP,IGT,C$,2019-01-16 21:00:00,147,151.98260,46.17580,6.079304000,0.0400
Slot 121,A560,Ainsworth,$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 160,I-Game 044,IGT,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 160,I-Game 044,IGT,$,2019-02-26 20:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 160,I-Game 044,IGT,$,2019-02-13 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 219,GK 100 AVP,IGT,C$,2019-02-13 01:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 151,Novostar II US$,Novomatic,$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 121,A560,Ainsworth,$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 151,Novostar II US$,Novomatic,$,2019-01-30 09:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 121,A560,Ainsworth,$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 160,I-Game 044,IGT,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 151,Novostar II US$,Novomatic,$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 260,Roulette,ZUUM,C$,2019-02-26 20:00:00,8,13.69560,13.69560,0.547824000,0.0400
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-01-03 11:00:00,551,15.59424,1.53295,1.247539200,0.0800
Slot 260,Roulette,ZUUM,C$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 160,I-Game 044,IGT,$,2019-01-16 21:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-01-23 12:00:00,557,7.99800,1.31688,0.639840000,0.0800
Slot 285,Bluebird 2,Williams,$,2019-01-03 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 219,GK 100 AVP,IGT,C$,2019-02-09 13:00:00,109,330.27000,106.05000,13.210800000,0.0400
Slot 121,A560,Ainsworth,$,2019-01-27 01:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 121,A560,Ainsworth,$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 151,Novostar II US$,Novomatic,$,2019-03-15 23:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-01-06 21:00:00,498,15.09669,5.26504,1.207735200,0.0800
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-01-13 12:00:00,685,22.61853,7.13372,1.809482400,0.0800
Slot 285,Bluebird 2,Williams,$,2019-01-20 04:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 285,Bluebird 2,Williams,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 121,A560,Ainsworth,$,2019-02-13 02:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 151,Novostar II US$,Novomatic,$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 219,GK 100 AVP,IGT,C$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 330,Oxygen Slant NIO C$,Atronic,C$,2019-01-16 22:00:00,739,21.57600,6.79241,1.726080000,0.0800
Slot 160,I-Game 044,IGT,$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 160,I-Game 044,IGT,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 121,A560,Ainsworth,$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0897
Slot 160,I-Game 044,IGT,$,2019-01-06 21:00:00,978,941.59000,305.14000,47.079500000,0.0500
Slot 285,Bluebird 2,Williams,$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 160,I-Game 044,IGT,$,2019-03-15 23:00:00,212,29.77000,7.31000,1.488500000,0.0500
Slot 219,GK 100 AVP,IGT,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 151,Novostar II US$,Novomatic,$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0515
Slot 287,Scorpion Nio,Novomatic,C$,2019-01-06 21:00:00,34,42.71760,30.53880,2.866350960,0.0671
Slot 287,Scorpion Nio,Novomatic,C$,2019-02-16 12:00:00,2,0.18180,0.18180,0.012198780,0.0671
Slot 296,AXXIS 23/23,IGT,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 187,CDS Reel Deal 10,CDS,C$,2019-02-16 12:00:00,364,57.84270,2.72700,3.470562000,0.0600
Slot 196,Crystal Slant US $,IGT,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 287,Scorpion Nio,Novomatic,C$,2019-01-20 04:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 128,Oxygen $,Atronic,$,2019-01-27 01:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 187,CDS Reel Deal 10,CDS,C$,2019-03-21 13:00:00,158,23.64420,3.91560,1.418652000,0.0600
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 128,Oxygen $,Atronic,$,2019-02-13 01:00:00,434,254.15000,-82.45000,20.332000000,0.0800
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 287,Scorpion Nio,Novomatic,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-06 02:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-01-23 12:00:00,20,7.95000,5.50000,0.450765000,0.0567
Slot 196,Crystal Slant US $,IGT,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 128,Oxygen $,Atronic,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 296,AXXIS 23/23,IGT,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 296,AXXIS 23/23,IGT,$,2019-02-06 02:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 296,AXXIS 23/23,IGT,$,2019-01-03 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 296,AXXIS 23/23,IGT,$,2019-01-16 21:00:00,71,7.10000,1.00000,0.568000000,0.0800
Slot 287,Scorpion Nio,Novomatic,C$,2019-01-13 12:00:00,440,76.92840,-3.01716,5.161895640,0.0671
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 196,Crystal Slant US $,IGT,$,2019-01-16 21:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 287,Scorpion Nio,Novomatic,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 287,Scorpion Nio,Novomatic,C$,2019-01-30 09:00:00,391,164.13840,45.88470,11.013686640,0.0671
Slot 187,CDS Reel Deal 10,CDS,C$,2019-01-20 04:00:00,253,40.67140,-27.52200,2.440284000,0.0600
Slot 287,Scorpion Nio,Novomatic,C$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 196,Crystal Slant US $,IGT,$,2019-03-05 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 296,AXXIS 23/23,IGT,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 287,Scorpion Nio,Novomatic,C$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 196,Crystal Slant US $,IGT,$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 187,CDS Reel Deal 10,CDS,C$,2019-01-06 21:00:00,93,9.60212,0.30580,0.576127200,0.0600
Slot 128,Oxygen $,Atronic,$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-02-26 20:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 326,Gaminator FV601-CF2,Novomatic,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0567
Slot 196,Crystal Slant US $,IGT,$,2019-01-03 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 187,CDS Reel Deal 10,CDS,C$,2019-01-13 12:00:00,21,1.10088,0.30580,0.066052800,0.0600
Slot 188,CDS Reel Deal 10,CDS,C$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0870
Slot 188,CDS Reel Deal 10,CDS,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-03-12 11:00:00,114,6.92760,2.40960,0.602701200,0.0870
Slot 345,Oxygen Slant NIO C$,Atronic,C$,2019-03-15 23:00:00,431,29.10000,-18.52500,3.576390000,0.1229
Slot 188,CDS Reel Deal 10,CDS,C$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 188,CDS Reel Deal 10,CDS,C$,2019-02-16 12:00:00,299,41.84430,12.18060,2.510658000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-03-19 05:00:00,152,38.07168,17.04792,3.312236160,0.0870
Slot 345,Oxygen Slant NIO C$,Atronic,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.1229
Slot 134,MAV500,Aristocrat,$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-06 21:00:00,28,2.38524,0.91740,0.143114400,0.0600
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-20 04:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-02-20 00:00:00,438,266.03400,44.84400,23.144958000,0.0870
Slot 134,MAV500,Aristocrat,$,2019-01-23 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-27 01:00:00,23,4.46468,3.05800,0.267880800,0.0600
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-23 12:00:00,151,31.55856,8.25660,1.893513600,0.0600
Slot 134,MAV500,Aristocrat,$,2019-01-20 04:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 134,MAV500,Aristocrat,$,2019-01-13 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-13 12:00:00,96,20.91672,7.64500,1.255003200,0.0600
Slot 134,MAV500,Aristocrat,$,2019-01-27 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 134,MAV500,Aristocrat,$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 270,GK20 Slant,IGT,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0870
Slot 188,CDS Reel Deal 10,CDS,C$,2019-01-16 22:00:00,32,9.78560,5.50440,0.587136000,0.0600
Slot 134,MAV500,Aristocrat,$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 345,Oxygen Slant NIO C$,Atronic,C$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.1229
Slot 134,MAV500,Aristocrat,$,2019-01-30 09:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-02-16 12:00:00,615,31.51200,-7.09020,2.741544000,0.0870
Slot 270,GK20 Slant,IGT,C$,2019-01-30 09:00:00,534,408.24300,147.54850,35.517141000,0.0870
Slot 270,GK20 Slant,IGT,C$,2019-01-06 21:00:00,151,8.53182,2.56872,0.742268340,0.0870
Slot 188,CDS Reel Deal 10,CDS,C$,2019-02-02 19:00:00,525,61.47870,15.27120,3.688722000,0.0600
Slot 134,MAV500,Aristocrat,$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 270,GK20 Slant,IGT,C$,2019-01-13 12:00:00,329,10.03024,-3.73076,0.872630880,0.0870
Slot 270,GK20 Slant,IGT,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0870
Slot 134,MAV500,Aristocrat,$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 270,GK20 Slant,IGT,C$,2019-03-09 06:00:00,187,13.85520,3.01200,1.205402400,0.0870
Slot 134,MAV500,Aristocrat,$,2019-01-13 12:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 188,CDS Reel Deal 10,CDS,C$,2019-02-13 02:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 134,MAV500,Aristocrat,$,2019-01-06 21:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 270,GK20 Slant,IGT,C$,2019-02-13 02:00:00,4,0.15150,0.09090,0.013180500,0.0870
Slot 134,MAV500,Aristocrat,$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-02-06 02:00:00,92,9.44400,5.25900,0.945344400,0.1001
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 135,MAV500,Aristocrat,$,2019-03-15 23:00:00,31,11.41000,8.41000,0.894544000,0.0784
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-02 18:00:00,75,2.24220,0.75750,0.134532000,0.0600
Slot 269,CDS Reel Deal 10,CDS,C$,2019-01-06 20:00:00,115,35.19758,-1.80422,2.111854800,0.0600
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-02-26 20:00:00,51,19.92000,10.47000,1.993992000,0.1001
Slot 269,CDS Reel Deal 10,CDS,C$,2019-02-26 20:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 110,CDS Reel Deal 10,CDS,C$,2019-01-06 21:00:00,69,9.51038,3.36380,0.570622800,0.0600
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-20 00:00:00,289,18.30120,0.81810,1.098072000,0.0600
Slot 135,MAV500,Aristocrat,$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0784
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-13 01:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 110,CDS Reel Deal 10,CDS,C$,2019-03-15 23:00:00,664,122.73900,-1.17468,7.364340000,0.0600
Slot 269,CDS Reel Deal 10,CDS,C$,2019-02-16 12:00:00,112,6.24180,1.51500,0.374508000,0.0600
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 110,CDS Reel Deal 10,CDS,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-02-26 20:00:00,207,27.40500,8.94000,2.192400000,0.0800
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-01-20 04:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-03-05 12:00:00,3,1.44000,1.35000,0.144144000,0.1001
Slot 110,CDS Reel Deal 10,CDS,C$,2019-02-26 20:00:00,81,8.93850,1.81800,0.536310000,0.0600
Slot 135,MAV500,Aristocrat,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0784
Slot 110,CDS Reel Deal 10,CDS,C$,2019-03-12 11:00:00,34,5.99388,2.77104,0.359632800,0.0600
Slot 269,CDS Reel Deal 10,CDS,C$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 110,CDS Reel Deal 10,CDS,C$,2019-01-27 01:00:00,182,55.65560,3.05800,3.339336000,0.0600
Slot 135,MAV500,Aristocrat,$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0784
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 110,CDS Reel Deal 10,CDS,C$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-03-21 13:00:00,363,140.70000,56.95500,11.256000000,0.0800
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 135,MAV500,Aristocrat,$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0784
Slot 337,Williams Blue-Bird 1.5,Williams,C$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 335,Crystal Dual NIO C$,IGT,C$,2019-01-16 22:00:00,0,0.00000,0.00000,0.000000000,0.1001
Slot 110,CDS Reel Deal 10,CDS,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-03-05 12:00:00,46,4.43100,3.04500,0.354480000,0.0800
Slot 156,I-Game 044,IGT,$,2019-03-09 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 142,MAV500,Aristocrat,$,2019-03-19 04:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-03-19 04:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 142,MAV500,Aristocrat,$,2019-01-13 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-02-02 18:00:00,301,430.00000,234.30000,21.500000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-02-02 18:00:00,2,24.24000,-412.08000,1.333200000,0.0550
Slot 255,Roulette,ZUUM,C$,2019-02-06 02:00:00,10,7.63560,7.18110,0.419958000,0.0550
Slot 255,Roulette,ZUUM,C$,2019-03-12 11:00:00,7,47.89080,-22.59000,2.633994000,0.0550
Slot 156,I-Game 044,IGT,$,2019-02-06 02:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 142,MAV500,Aristocrat,$,2019-02-16 12:00:00,64,80.75000,20.00000,4.037500000,0.0500
Slot 142,MAV500,Aristocrat,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 142,MAV500,Aristocrat,$,2019-01-06 21:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-02-16 12:00:00,441,440.40000,95.38000,22.020000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0550
Slot 255,Roulette,ZUUM,C$,2019-01-16 21:00:00,4,22.87384,3.05800,1.258061200,0.0550
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-02-26 20:00:00,83,5.11800,3.00000,0.409440000,0.0800
Slot 255,Roulette,ZUUM,C$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0550
Slot 156,I-Game 044,IGT,$,2019-01-10 05:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-03-05 12:00:00,0,0.00000,0.00000,0.000000000,0.0550
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 156,I-Game 044,IGT,$,2019-01-03 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-02-13 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 156,I-Game 044,IGT,$,2019-02-20 00:00:00,30,7.60000,4.96000,0.380000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-02-26 20:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0550
Slot 142,MAV500,Aristocrat,$,2019-01-27 01:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-02-16 12:00:00,5,3.90870,3.54510,0.214978500,0.0550
Slot 142,MAV500,Aristocrat,$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-03-12 11:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 156,I-Game 044,IGT,$,2019-01-13 12:00:00,6,0.52000,0.50000,0.026000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-01-06 21:00:00,15,24.64748,10.61126,1.355611400,0.0550
Slot 341,Williams Blue-Bird 1.5,Williams,C$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 156,I-Game 044,IGT,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-01-30 09:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 156,I-Game 044,IGT,$,2019-01-06 21:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 255,Roulette,ZUUM,C$,2019-01-30 09:00:00,4,2.81336,0.61160,0.154734800,0.0550
Slot 142,MAV500,Aristocrat,$,2019-01-23 12:00:00,0,0.00000,0.00000,0.000000000,0.0500
Slot 274,GK20 Slant,IGT,C$,2019-03-21 13:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 124,Oxygen $,Atronic,$,2019-02-16 12:00:00,0,0.00000,0.00000,0.000000000,0.0673
Slot 192,Oxygen Slant,Atronic,$,2019-02-02 18:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 192,Oxygen Slant,Atronic,$,2019-02-23 07:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 274,GK20 Slant,IGT,C$,2019-03-15 23:00:00,418,184.81632,28.31280,7.392652800,0.0400
Slot 155,EGT - Premier,EGT,$,2019-03-19 05:00:00,0,0.00000,0.00000,0.000000000,0.0599
Slot 155,EGT - Premier,EGT,$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0599
Slot 324,Gaminator FV601-CF2,Novomatic,$,2019-02-09 13:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 192,Oxygen Slant,Atronic,$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 106,CDS Reel Deal 10,CDS,C$,2019-02-02 19:00:00,517,156.65100,-8.78700,9.399060000,0.0600
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-03-02 05:00:00,0,0.00000,0.00000,0.000000000,0.0665
Slot 241,GK10 Slant,IGT,C$,2019-01-16 21:00:00,609,118.36080,-18.48240,4.734432000,0.0400
Slot 324,Gaminator FV601-CF2,Novomatic,$,2019-02-20 00:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 106,CDS Reel Deal 10,CDS,C$,2019-01-16 22:00:00,175,15.41232,0.85624,0.924739200,0.0600
Slot 274,GK20 Slant,IGT,C$,2019-03-09 06:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 106,CDS Reel Deal 10,CDS,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0600
Slot 274,GK20 Slant,IGT,C$,2019-02-02 19:00:00,492,149.07600,-32.72400,5.963040000,0.0400
Slot 324,Gaminator FV601-CF2,Novomatic,$,2019-02-02 19:00:00,362,49.00000,17.00000,2.616600000,0.0534
Slot 291,Scorpion Nio,Novomatic,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0671
Slot 241,GK10 Slant,IGT,C$,2019-02-13 02:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 241,GK10 Slant,IGT,C$,2019-01-27 01:00:00,690,57.64330,18.10336,2.305732000,0.0400
Slot 291,Scorpion Nio,Novomatic,C$,2019-01-30 09:00:00,799,545.99580,-534.50550,36.636318180,0.0671
Slot 274,GK20 Slant,IGT,C$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 241,GK10 Slant,IGT,C$,2019-01-30 09:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 192,Oxygen Slant,Atronic,$,2019-02-26 20:00:00,0,0.00000,0.00000,0.000000000,0.0800
Slot 324,Gaminator FV601-CF2,Novomatic,$,2019-02-13 02:00:00,0,0.00000,0.00000,0.000000000,0.0534
Slot 323,Novastar II Nio c$,Novomatic,C$,2019-02-02 19:00:00,656,10.36260,2.01495,0.689112900,0.0665
Slot 291,Scorpion Nio,Novomatic,C$,2019-02-13 02:00:00,1605,486.31500,-2.53005,32.631736500,0.0671
Slot 155,EGT - Premier,EGT,$,2019-01-16 22:00:00,173,125.00000,64.00000,7.487500000,0.0599
Slot 274,GK20 Slant,IGT,C$,2019-01-03 11:00:00,0,0.00000,0.00000,0.000000000,0.0400
Slot 124,Oxygen $,Atronic,$,2019-02-06 03:00:00,0,0.00000,0.00000,0.000000000,0.0673
